,speaker_id,sentence_id,wav_path,wav,phn_path,phns,wrd_path,wrds,usage
10,MTPF0,SI605.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SI605.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SI605.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SI605.WRD,,train
11,MTPF0,SI1235.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SI1235.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SI1235.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SI1235.WRD,,train
12,MTPF0,SX335.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SX335.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SX335.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SX335.WRD,,train
13,MTPF0,SX65.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SX65.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SX65.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SX65.WRD,,train
14,MTPF0,SX245.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SX245.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SX245.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SX245.WRD,,train
15,MTPF0,SA2.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SA2.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SA2.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SA2.WRD,,train
16,MTPF0,SI1865.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SI1865.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SI1865.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SI1865.WRD,,train
17,MTPF0,SX425.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SX425.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SX425.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SX425.WRD,,train
18,MTPF0,SX155.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SX155.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SX155.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SX155.WRD,,train
19,MTPF0,SA1.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SA1.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SA1.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MTPF0/SA1.WRD,,train
20,FSMA0,SX91.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SX91.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SX91.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SX91.WRD,,train
21,FSMA0,SI1621.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SI1621.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SI1621.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SI1621.WRD,,train
22,FSMA0,SX271.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SX271.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SX271.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SX271.WRD,,train
23,FSMA0,SI991.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SI991.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SI991.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SI991.WRD,,train
24,FSMA0,SX451.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SX451.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SX451.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SX451.WRD,,train
25,FSMA0,SX181.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SX181.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SX181.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SX181.WRD,,train
26,FSMA0,SA2.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SA2.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SA2.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SA2.WRD,,train
27,FSMA0,SI2251.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SI2251.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SI2251.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SI2251.WRD,,train
28,FSMA0,SX361.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SX361.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SX361.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SX361.WRD,,train
29,FSMA0,SA1.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SA1.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SA1.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSMA0/SA1.WRD,,train
30,MDAC0,SI1837.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SI1837.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SI1837.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SI1837.WRD,,train
31,MDAC0,SX91.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SX91.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SX91.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SX91.WRD,,train
32,MDAC0,SX271.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SX271.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SX271.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SX271.WRD,,train
33,MDAC0,SX451.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SX451.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SX451.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SX451.WRD,,train
34,MDAC0,SX181.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SX181.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SX181.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SX181.WRD,,train
35,MDAC0,SA2.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SA2.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SA2.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SA2.WRD,,train
36,MDAC0,SX361.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SX361.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SX361.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SX361.WRD,,train
37,MDAC0,SI631.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SI631.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SI631.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SI631.WRD,,train
38,MDAC0,SA1.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SA1.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SA1.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SA1.WRD,,train
39,MDAC0,SI1261.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SI1261.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SI1261.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MDAC0/SI1261.WRD,,train
40,MWAD0,SX162.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SX162.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SX162.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SX162.WRD,,train
41,MWAD0,SI2322.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SI2322.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SI2322.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SI2322.WRD,,train
42,MWAD0,SI1749.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SI1749.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SI1749.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SI1749.WRD,,train
43,MWAD0,SX432.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SX432.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SX432.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SX432.WRD,,train
44,MWAD0,SA2.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SA2.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SA2.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SA2.WRD,,train
45,MWAD0,SX342.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SX342.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SX342.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SX342.WRD,,train
46,MWAD0,SX252.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SX252.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SX252.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SX252.WRD,,train
47,MWAD0,SI1062.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SI1062.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SI1062.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SI1062.WRD,,train
48,MWAD0,SX72.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SX72.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SX72.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SX72.WRD,,train
49,MWAD0,SA1.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SA1.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SA1.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MWAD0/SA1.WRD,,train
50,MJEB1,SX207.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SX207.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SX207.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SX207.WRD,,train
51,MJEB1,SX27.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SX27.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SX27.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SX27.WRD,,train
52,MJEB1,SX387.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SX387.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SX387.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SX387.WRD,,train
53,MJEB1,SI1467.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SI1467.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SI1467.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SI1467.WRD,,train
54,MJEB1,SI2097.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SI2097.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SI2097.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SI2097.WRD,,train
55,MJEB1,SX117.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SX117.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SX117.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SX117.WRD,,train
56,MJEB1,SI837.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SI837.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SI837.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SI837.WRD,,train
57,MJEB1,SA2.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SA2.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SA2.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SA2.WRD,,train
58,MJEB1,SX297.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SX297.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SX297.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SX297.WRD,,train
59,MJEB1,SA1.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SA1.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SA1.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MJEB1/SA1.WRD,,train
60,FSAH0,SI1874.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SI1874.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SI1874.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SI1874.WRD,,train
61,FSAH0,SX164.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SX164.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SX164.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SX164.WRD,,train
62,FSAH0,SX434.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SX434.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SX434.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SX434.WRD,,train
63,FSAH0,SX344.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SX344.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SX344.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SX344.WRD,,train
64,FSAH0,SI1244.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SI1244.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SI1244.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SI1244.WRD,,train
65,FSAH0,SA2.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SA2.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SA2.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SA2.WRD,,train
66,FSAH0,SX327.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SX327.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SX327.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SX327.WRD,,train
67,FSAH0,SX74.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SX74.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SX74.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SX74.WRD,,train
68,FSAH0,SI614.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SI614.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SI614.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SI614.WRD,,train
69,FSAH0,SA1.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SA1.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SA1.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FSAH0/SA1.WRD,,train
70,MKLW0,SX221.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SX221.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SX221.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SX221.WRD,,train
71,MKLW0,SX131.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SX131.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SX131.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SX131.WRD,,train
72,MKLW0,SX41.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SX41.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SX41.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SX41.WRD,,train
73,MKLW0,SX401.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SX401.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SX401.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SX401.WRD,,train
74,MKLW0,SX311.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SX311.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SX311.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SX311.WRD,,train
75,MKLW0,SI2201.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SI2201.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SI2201.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SI2201.WRD,,train
76,MKLW0,SI1571.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SI1571.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SI1571.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SI1571.WRD,,train
77,MKLW0,SA2.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SA2.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SA2.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SA2.WRD,,train
78,MKLW0,SI1844.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SI1844.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SI1844.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SI1844.WRD,,train
79,MKLW0,SA1.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SA1.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SA1.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MKLW0/SA1.WRD,,train
80,FETB0,SI518.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SI518.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SI518.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SI518.WRD,,train
81,FETB0,SX158.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SX158.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SX158.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SX158.WRD,,train
82,FETB0,SX248.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SX248.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SX248.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SX248.WRD,,train
83,FETB0,SX338.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SX338.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SX338.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SX338.WRD,,train
84,FETB0,SX428.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SX428.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SX428.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SX428.WRD,,train
85,FETB0,SX68.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SX68.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SX68.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SX68.WRD,,train
86,FETB0,SI1148.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SI1148.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SI1148.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SI1148.WRD,,train
87,FETB0,SA2.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SA2.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SA2.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SA2.WRD,,train
88,FETB0,SI1778.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SI1778.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SI1778.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SI1778.WRD,,train
89,FETB0,SA1.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SA1.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SA1.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/FETB0/SA1.WRD,,train
90,MEDR0,SI2004.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MEDR0/SI2004.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MEDR0/SI2004.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MEDR0/SI2004.WRD,,train
91,MEDR0,SI744.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MEDR0/SI744.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MEDR0/SI744.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MEDR0/SI744.WRD,,train
92,MEDR0,SX204.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MEDR0/SX204.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MEDR0/SX204.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MEDR0/SX204.WRD,,train
93,MEDR0,SX114.WAV_riff,/home/neo/MS/TIMIT/TRAIN/DR1/MEDR0/SX114.WAV_riff.wav,,/home/neo/MS/TIMIT/TRAIN/DR1/MEDR0/SX114.PHN,,/home/neo/MS/TIMIT/TRAIN/DR1/MEDR0/SX114.WRD,,train
